TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
145.4,Debit,Online,38,Engineer,24,1,5244.49,8,0.027724335392527524,0
556.34,Debit,Online,37,Doctor,46,1,11935.14,9,0.04661361320720695,0
34.31,Debit,ATM,24,Student,251,1,1484.76,7,0.023108111593064796,0
780.59,Credit,Online,23,Student,145,1,6513.34,5,0.11984481061967468,0
282.65,Debit,ATM,35,Doctor,161,1,13801.15,5,0.020480177361683498,0
305.27,Debit,Online,68,Doctor,147,1,12958.65,12,0.023557237811379087,0
185.81,Debit,Online,32,Doctor,116,1,9588.71,5,0.019377997645795945,0
66.01,Debit,Online,49,Engineer,179,1,3475.99,8,0.018990273220031495,0
447.95,Debit,Branch,29,Engineer,75,1,7544.4,7,0.059375165607105714,0
279.3,Debit,ATM,19,Student,48,1,1193.61,7,0.23399602689323964,0
26.75,Debit,Online,33,Doctor,27,1,12063.77,8,0.0022173831213481497,0
611.15,Debit,ATM,27,Student,121,1,892.83,4,0.684508801401064,0
275.2,Debit,Online,54,Engineer,81,1,1230.12,1,0.22371800943226672,0
427.79,Debit,Branch,18,Student,189,1,1479.67,6,0.289111759452366,0
469.13,Credit,ATM,54,Doctor,139,1,1265.28,8,0.37077168396898963,0
102.81,Debit,Branch,76,Retired,47,1,3228.87,5,0.03184086063594737,0
22.61,Debit,Online,19,Student,145,1,1111.67,5,0.02033876941593486,0
68.28,Debit,Online,56,Engineer,293,1,3213.16,6,0.021250108860902946,0
33.65,Credit,Online,63,Doctor,146,1,12719.93,10,0.00264545480781305,0
362.68,Credit,ATM,63,Retired,137,1,2040.77,6,0.17771723331038172,0
73.23,Debit,Branch,20,Student,172,1,1309.85,5,0.05590716451572956,0
654.49,Credit,Online,25,Student,104,1,164.61,8,3.976003646436811,1
18.56,Credit,Branch,49,Engineer,161,1,4230.37,6,0.004387323084299191,0
389.05,Debit,ATM,27,Student,41,1,761.0,4,0.5112352101020341,0
7.38,Debit,Online,67,Retired,105,1,2923.83,8,0.002524086549067194,0
109.48,Debit,Online,61,Retired,93,1,7372.47,9,0.01484983999277062,0
66.91,Debit,ATM,39,Doctor,85,1,871.1,10,0.07681092782905605,0
335.48,Debit,Branch,45,Engineer,155,1,3023.16,8,0.11096997806609647,0
38.14,Debit,Online,19,Student,174,1,1119.21,2,0.034077608008527376,0
1076.98,Debit,Branch,60,Doctor,173,1,11833.73,4,0.09100934355354623,0
360.02,Debit,Online,68,Retired,68,1,6400.59,6,0.056247939555184846,0
567.71,Debit,Online,63,Doctor,80,1,13884.24,7,0.04088880627179536,0
218.19,Debit,ATM,19,Student,185,1,620.83,8,0.35144886117860186,0
209.99,Debit,ATM,19,Student,40,1,1938.01,7,0.1083534135099746,0
11.02,Debit,Branch,19,Student,280,1,964.79,6,0.0114221746553947,0
83.43,Debit,Online,56,Retired,109,1,1870.16,11,0.0446111560261627,0
344.97,Debit,Online,34,Doctor,106,1,5577.94,4,0.06184541235322466,0
172.29,Debit,ATM,36,Engineer,283,1,8700.8,5,0.01980162741379916,0
195.54,Debit,Online,60,Retired,255,1,2794.66,6,0.06996915521040428,0
101.23,Debit,Online,45,Engineer,87,1,6169.71,7,0.016407578287459902,0
180.46,Debit,ATM,25,Student,34,1,831.75,1,0.21696422943235072,0
692.55,Debit,Branch,53,Retired,109,1,2451.56,4,0.28249359476213676,0
147.31,Credit,Online,34,Doctor,92,1,13625.52,9,0.010811330495414979,0
107.48,Debit,Branch,20,Student,103,1,1379.39,3,0.07791849964173657,0
1831.02,Credit,Online,62,Doctor,83,1,11498.01,6,0.15924668689690938,1
81.51,Debit,Branch,25,Student,97,1,865.49,9,0.09417786347412607,0
365.48,Credit,Online,76,Retired,216,1,7147.4,7,0.05113467827302981,0
491.1,Credit,Online,35,Engineer,125,1,7833.85,6,0.0626894821030662,0
452.8,Debit,Branch,80,Retired,151,1,4840.67,4,0.09354076998940071,0
645.04,Debit,Branch,70,Retired,78,1,7361.47,4,0.08762380327893232,0
169.28,Debit,Branch,45,Doctor,114,1,5128.44,6,0.033008088165196264,0
88.42,Debit,ATM,62,Doctor,91,1,12381.45,6,0.007141328352380918,0
155.53,Debit,ATM,29,Engineer,66,1,4008.05,5,0.03880440603584185,0
991.82,Debit,Online,43,Engineer,300,1,3493.13,6,0.2839344648383127,0
39.24,Debit,ATM,77,Retired,106,1,6462.41,6,0.006072038131173916,0
152.01,Debit,ATM,42,Engineer,111,3,4625.12,7,0.032866174211985476,0
78.77,Credit,ATM,48,Engineer,50,1,6470.57,4,0.012173579743092834,0
26.5,Debit,Online,48,Engineer,179,1,4854.83,12,0.005458481542178652,0
83.62,Debit,ATM,48,Doctor,146,1,12652.22,11,0.006609116813800965,0
142.78,Debit,Branch,68,Doctor,150,1,11705.88,7,0.012197288873457368,0
55.99,Debit,ATM,35,Doctor,95,1,932.61,2,0.060035812825985004,0
774.48,Debit,Branch,61,Doctor,31,1,11613.58,4,0.06668744687969821,0
105.37,Debit,ATM,25,Student,160,1,1068.55,6,0.09861026532581288,0
118.83,Debit,Online,28,Student,295,1,1616.3,7,0.07351976691505434,0
46.22,Debit,Branch,23,Student,217,1,471.28,6,0.09807333012066437,0
659.71,Credit,Branch,21,Student,148,1,106.86,12,6.173591037470425,1
377.97,Debit,Online,72,Retired,160,1,2457.1,4,0.15382768241492947,0
114.1,Debit,Branch,69,Retired,148,1,5882.12,2,0.019397768118641294,0
11.3,Credit,Online,55,Retired,41,1,1938.99,4,0.005827776286480197,0
95.5,Debit,Online,57,Retired,17,1,4079.09,2,0.02341208450068009,0
130.93,Credit,Branch,28,Engineer,149,1,860.12,4,0.15222294386570545,0
272.97,Debit,Online,68,Retired,174,1,7811.31,9,0.03494548285121768,0
73.35,Debit,Branch,24,Student,47,1,1181.84,4,0.06206423828890342,0
29.94,Debit,ATM,58,Doctor,243,1,10915.54,4,0.0027428784991462827,0
307.24,Debit,ATM,19,Student,136,2,1670.72,8,0.18389676197150473,0
50.52,Debit,Online,20,Student,140,1,1121.19,4,0.045059266983657836,0
820.46,Credit,Online,53,Engineer,243,1,5621.86,5,0.1459410228181758,0
153.07,Debit,ATM,56,Engineer,116,1,8873.43,2,0.01725037553995425,0
52.94,Debit,Branch,41,Doctor,146,1,6990.92,9,0.007572679979784234,0
384.41,Debit,ATM,60,Engineer,65,1,7831.56,9,0.04908472890575476,0
235.42,Debit,Branch,51,Retired,175,1,6173.23,4,0.038135627478426,0
114.23,Debit,ATM,56,Doctor,64,1,9523.72,5,0.01199426273347572,0
12.62,Debit,Branch,33,Doctor,61,1,6420.47,7,0.00196558818596522,0
997.37,Debit,ATM,23,Student,145,1,1146.09,5,0.8702370593039198,0
373.52,Debit,ATM,35,Engineer,235,1,6430.41,8,0.058086498282245616,0
336.05,Debit,Branch,28,Student,164,1,1635.05,5,0.20552888165176061,0
366.93,Debit,Online,66,Retired,33,1,6697.79,7,0.054783742018212365,0
112.27,Debit,Branch,58,Doctor,102,1,7369.89,5,0.015233605908319382,0
494.96,Debit,ATM,40,Engineer,132,1,6903.68,7,0.07169509584497674,0
561.58,Debit,Online,65,Doctor,23,1,11748.86,2,0.047798680001465095,0
440.94,Debit,Online,42,Doctor,148,1,7303.23,4,0.06037602531978861,0
71.9,Debit,Branch,29,Doctor,51,1,10619.35,7,0.006770659214762995,0
256.66,Credit,Online,54,Retired,137,1,1794.5,7,0.14302591171342485,0
166.55,Credit,Branch,59,Doctor,99,1,12970.21,3,0.012840964014583449,0
276.26,Debit,Branch,56,Doctor,143,1,120.89,7,2.285217777713808,0
35.46,Debit,ATM,67,Doctor,164,1,5692.31,4,0.006229456923060309,0
38.14,Debit,Branch,50,Engineer,165,1,9879.87,6,0.0038603746771360605,0
506.26,Credit,ATM,64,Retired,86,1,6266.65,3,0.08078638494125828,0
736.32,Debit,Online,31,Doctor,28,1,14268.95,3,0.0516029560327824,0
389.43,Credit,ATM,52,Engineer,151,1,6449.83,12,0.060378335459417794,0
25.58,Debit,ATM,60,Engineer,166,1,6741.41,2,0.0037944584236910997,0
446.1,Debit,ATM,25,Student,243,1,1008.44,5,0.44236642296649853,0
147.74,Debit,Branch,23,Student,15,1,1711.78,9,0.08630781942593196,0
1228.81,Debit,ATM,26,Student,254,1,1821.0,3,0.6747995569752907,1
46.23,Debit,Online,77,Retired,282,1,5107.75,4,0.00905095196700905,0
265.37,Debit,Branch,33,Engineer,77,1,5229.95,5,0.05074044675237728,0
342.57,Debit,Online,20,Student,91,1,339.16,3,1.010054221899569,0
417.26,Credit,Online,32,Doctor,45,1,10442.48,7,0.03995794098723872,0
33.63,Debit,Online,63,Retired,76,1,4324.4,5,0.007776801387991859,0
64.58,Debit,Branch,55,Retired,173,1,6292.29,5,0.01026335402490452,0
23.23,Credit,Branch,21,Student,122,1,269.01,6,0.08635366393986604,0
160.52,Credit,ATM,78,Retired,112,1,5379.25,5,0.029840591105004248,0
278.88,Debit,Branch,64,Doctor,179,2,1334.09,5,0.2090413674561584,0
285.49,Credit,Branch,53,Doctor,109,1,6366.84,3,0.04484014040742324,0
71.87,Debit,ATM,22,Student,258,1,1839.1,2,0.03907889707422709,0
308.8,Debit,ATM,53,Retired,41,1,3966.54,6,0.07785122530504866,0
135.35,Debit,Branch,33,Engineer,82,1,9983.36,8,0.013557559765892884,0
288.43,Debit,Branch,66,Retired,72,1,4577.09,9,0.06301602095869642,0
147.46,Credit,Online,65,Doctor,205,1,7458.03,6,0.01977197729189615,0
214.15,Debit,Branch,32,Engineer,217,1,6397.29,5,0.03347511206546036,0
71.34,Debit,Online,49,Engineer,144,3,6345.03,8,0.01124344563974726,0
170.36,Debit,ATM,30,Doctor,118,1,6034.73,4,0.028229929046983168,0
965.66,Debit,ATM,53,Engineer,32,1,765.81,5,1.2609654971733786,0
736.53,Debit,ATM,55,Engineer,120,1,9826.26,4,0.07495527283528497,0
213.42,Debit,ATM,45,Engineer,17,1,3736.38,5,0.05711945771811363,0
94.09,Debit,Branch,27,Student,203,1,646.85,8,0.14545875944254835,0
91.23,Debit,ATM,72,Retired,86,1,6385.12,5,0.014287906861127268,0
263.92,Credit,Branch,57,Retired,233,1,4161.71,8,0.06341623980667505,0
77.5,Credit,Online,51,Doctor,201,1,11079.77,7,0.006994730028696688,0
3.65,Debit,Online,69,Doctor,146,1,10017.11,5,0.0003643765513562529,0
43.88,Credit,Online,26,Student,251,1,1644.09,4,0.026689536298563122,0
591.98,Debit,ATM,28,Student,132,1,387.65,7,1.5270991480175637,0
224.79,Debit,Online,18,Student,129,1,528.38,6,0.4254324458641045,0
64.3,Debit,ATM,55,Retired,67,1,7530.3,4,0.008538836422800105,0
111.79,Debit,Online,62,Doctor,49,1,10887.59,7,0.010267653346362553,0
927.16,Debit,ATM,59,Retired,153,1,7104.61,3,0.1305011814434555,0
613.7,Credit,Branch,61,Retired,37,1,7307.11,6,0.08398669229834137,0
26.07,Debit,Branch,20,Student,19,3,349.98,7,0.07448996872707102,0
170.45,Debit,Branch,60,Engineer,199,1,2284.41,7,0.07461445154497462,0
344.27,Debit,Branch,22,Student,123,1,1918.36,4,0.1794605799773735,0
872.72,Debit,Online,22,Student,288,1,503.01,7,1.734995293632427,1
292.95,Debit,Branch,37,Engineer,56,1,1216.91,11,0.24073267340450258,0
28.44,Debit,ATM,18,Student,243,1,1071.04,7,0.02655362986859847,0
209.02,Debit,ATM,21,Student,74,1,187.9,5,1.11240015367748,0
20.05,Debit,ATM,72,Retired,171,1,7145.67,6,0.002805895034607119,0
175.02,Debit,Online,28,Student,71,1,1493.88,4,0.11715800387475564,0
89.5,Credit,Branch,41,Engineer,134,1,8658.95,7,0.010336126192741468,0
69.96,Debit,Branch,28,Student,31,1,164.12,6,0.4262734324717625,0
146.51,Debit,ATM,53,Engineer,68,1,7089.9,7,0.020664607370111557,0
376.78,Credit,Online,21,Student,88,1,841.65,12,0.44766826533988874,0
148.54,Credit,Branch,71,Retired,107,1,5677.05,12,0.026164997619952265,0
388.77,Credit,Online,26,Student,30,1,1658.49,2,0.2344120239831894,0
100.38,Debit,Branch,63,Doctor,49,1,10171.68,4,0.009868576272682018,0
137.23,Debit,Branch,64,Doctor,63,1,13847.99,9,0.00990974140657977,0
870.3,Debit,ATM,51,Retired,229,1,3688.98,5,0.23591887124376146,0
458.94,Debit,Branch,52,Engineer,180,1,5619.95,8,0.08166264809889297,0
327.35,Credit,Branch,20,Student,175,1,342.08,9,0.9569398691259394,0
757.15,Debit,Online,53,Engineer,38,1,4702.86,7,0.16099777547918126,0
5.64,Debit,Online,59,Doctor,47,1,12703.24,2,0.0004439812201895097,0
47.23,Credit,Online,73,Retired,160,1,6659.81,6,0.007091793899387829,0
239.41,Credit,Online,42,Doctor,248,1,7860.65,6,0.03045676880352545,0
7.48,Debit,ATM,55,Engineer,29,1,1275.2,8,0.005865746503562214,0
170.97,Debit,Branch,26,Student,292,1,1265.27,4,0.13512530815458118,0
262.43,Credit,Online,37,Doctor,274,5,12841.01,6,0.02043686593154521,1
659.15,Debit,ATM,22,Student,204,1,1241.59,11,0.5308918360256459,0
31.53,Debit,Online,25,Student,283,1,874.93,7,0.03603716827589444,0
111.66,Credit,Online,48,Engineer,140,1,5716.72,12,0.01953217925745501,0
250.01,Debit,ATM,62,Retired,88,1,1541.48,4,0.16218828552956713,0
554.15,Debit,ATM,49,Doctor,108,1,14817.22,1,0.037399053238462376,0
598.66,Credit,Branch,32,Engineer,222,1,2587.11,5,0.23140106052158171,0
28.38,Debit,Branch,55,Doctor,98,1,173.7,8,0.16338513739866797,0
16.8,Debit,ATM,49,Doctor,94,1,11847.07,6,0.0014180721465999002,0
896.79,Debit,Online,33,Doctor,168,1,11146.74,4,0.08045311895634677,0
159.0,Debit,ATM,49,Engineer,38,1,369.79,9,0.4299737572683481,0
56.31,Credit,Online,75,Retired,195,1,6396.08,6,0.008803829832016127,0
203.99,Debit,Online,52,Retired,215,1,4840.31,8,0.042143994822348166,0
50.99,Debit,Branch,29,Doctor,76,1,1334.6,9,0.03820620381982464,0
101.28,Credit,Online,32,Engineer,75,1,2774.35,7,0.03650584808511598,0
299.92,Debit,ATM,27,Student,122,1,1368.0,7,0.2192397644792415,0
77.54,Debit,Online,67,Retired,73,1,4536.38,4,0.017092924276421017,0
18.35,Debit,Branch,21,Student,78,1,1293.39,8,0.014187522601941236,0
732.53,Credit,ATM,26,Student,116,1,441.54,2,1.6590342515053165,1
65.11,Debit,ATM,34,Engineer,150,1,8485.14,4,0.007673414925772098,0
67.07,Credit,ATM,24,Student,56,1,999.62,6,0.06709549561737964,0
137.48,Debit,Branch,55,Doctor,47,1,14273.42,5,0.009631889197100701,0
398.36,Debit,ATM,22,Student,56,1,1863.7,3,0.21374684652172107,0
469.46,Debit,ATM,20,Student,149,1,8640.56,3,0.05433212655854236,0
37.58,Debit,ATM,57,Doctor,182,1,259.44,9,0.14485044153367094,0
160.24,Debit,ATM,31,Engineer,15,1,5526.97,4,0.028992377326107478,0
315.39,Credit,Branch,23,Student,93,1,929.6,3,0.33927495332105256,0
434.17,Debit,ATM,21,Student,148,5,5335.44,8,0.08137473182835019,1
165.91,Debit,ATM,26,Student,84,1,587.12,6,0.28258277213205524,0
211.36,Debit,Branch,47,Engineer,194,1,4760.34,9,0.04440018980913089,0
241.45,Debit,Online,26,Student,158,1,1594.04,7,0.15147047657856466,0
23.24,Debit,Branch,68,Doctor,129,1,13777.79,4,0.001686772695993499,0
70.88,Credit,Branch,74,Retired,176,1,1794.65,9,0.03949516596832159,0
1143.67,Debit,Online,66,Retired,111,1,7677.76,5,0.14895881070916672,0
314.52,Debit,ATM,80,Retired,229,1,7071.32,6,0.04447825859319299,0
181.81,Credit,Online,78,Retired,122,1,7525.73,6,0.024158453699297675,0
854.64,Debit,Branch,56,Retired,118,1,2989.25,4,0.2859044901366413,0
261.19,Debit,ATM,64,Retired,52,1,7620.6,10,0.0342742040859326,0
220.68,Credit,Online,71,Retired,217,1,5549.2,2,0.03976789439961095,0
11.86,Debit,Branch,31,Engineer,129,1,6782.61,6,0.0017485894047445018,0
122.65,Debit,Online,28,Student,41,1,1968.51,3,0.06230600778098152,0
395.16,Debit,Online,56,Retired,17,1,5340.73,7,0.0739898851393164,0
704.69,Debit,Online,51,Retired,150,1,3267.84,5,0.21564397211722736,0
369.89,Debit,ATM,69,Retired,69,1,6941.47,5,0.05328698380416974,0
10.92,Debit,ATM,67,Retired,268,1,7567.2,8,0.0014430700900688893,0
199.14,Debit,Branch,31,Engineer,36,1,7001.25,7,0.02844349219290342,0
109.43,Debit,ATM,70,Retired,140,1,1983.65,6,0.05516598162394585,0
304.15,Debit,Branch,20,Student,40,1,686.91,7,0.44277997928724316,0
620.54,Credit,Branch,28,Student,98,1,213.36,11,2.908417561472742,1
757.79,Debit,Online,22,Student,117,1,1443.02,7,0.5251417130383382,0
122.81,Debit,Branch,52,Doctor,12,1,8450.84,5,0.014532283164120629,0
96.25,Debit,Online,61,Retired,171,1,7996.7,8,0.01203621492361072,0
1431.33,Debit,ATM,30,Doctor,49,1,5567.98,4,0.2570645004883917,0
142.55,Debit,Online,67,Doctor,97,1,1262.68,6,0.11289479430342768,0
35.94,Credit,Branch,23,Student,141,1,1697.28,3,0.0211750564363272,0
24.86,Debit,Branch,58,Engineer,292,1,2591.65,5,0.009592344608290684,0
103.08,Debit,Online,60,Doctor,109,1,12002.16,6,0.008588454071110155,0
116.27,Debit,Online,57,Engineer,94,1,8726.92,7,0.01332314262841513,0
363.84,Debit,Online,73,Retired,118,3,5415.64,9,0.0671831952138931,0
34.74,Credit,Online,59,Retired,72,1,3736.57,7,0.009297296693766484,0
64.01,Credit,Branch,19,Student,240,1,1225.69,7,0.05222364503076924,0
108.75,Debit,ATM,50,Doctor,23,4,14829.85,6,0.007333182731225749,1
50.9,Credit,Online,28,Student,150,1,1277.7,4,0.03983720717040614,0
206.84,Debit,Branch,20,Student,154,1,454.66,2,0.4549333467880758,0
37.4,Debit,ATM,20,Student,84,1,1519.51,10,0.024613197513585316,0
154.21,Debit,Online,46,Engineer,75,1,8045.77,9,0.019166593105238414,0
199.37,Debit,Online,24,Student,79,1,1331.3,9,0.1497558765886286,0
410.49,Credit,Branch,25,Student,134,1,1843.57,5,0.22266038055153653,0
1360.01,Credit,Branch,67,Retired,218,1,6601.5,6,0.2060152992410584,1
18.23,Debit,ATM,56,Engineer,28,1,8422.2,11,0.0021645175819091002,0
398.7,Debit,ATM,47,Doctor,276,1,7987.74,5,0.049913993132082425,0
122.14,Debit,Online,22,Student,155,1,327.68,4,0.3727416878435764,0
378.2,Debit,Branch,40,Engineer,167,1,7372.81,3,0.051296588341084894,0
124.74,Debit,ATM,49,Engineer,33,1,2987.97,7,0.041747406962762655,0
17.1,Debit,ATM,53,Retired,101,1,1619.54,6,0.010558553598191132,0
287.05,Debit,ATM,22,Student,212,1,1204.65,4,0.23828497706151183,0
874.72,Debit,Online,28,Engineer,173,1,4630.58,6,0.18890074204764687,0
1762.28,Debit,ATM,24,Student,150,1,1380.34,8,1.2766999342430132,1
40.12,Credit,ATM,36,Doctor,269,1,14304.38,8,0.0028047353308533925,1
125.0,Credit,Online,49,Engineer,177,1,3215.76,7,0.038871059908478674,0
348.44,Debit,Online,24,Student,147,1,1022.94,7,0.34062603534297187,0
128.4,Debit,ATM,69,Retired,31,1,2610.64,8,0.049183341827355204,0
320.93,Debit,Online,55,Engineer,178,1,9451.66,6,0.03395488196363932,0
1.41,Debit,ATM,53,Retired,278,1,1244.17,8,0.001133285635135989,0
50.52,Debit,Branch,54,Doctor,293,1,12815.24,11,0.003942181337265489,0
383.95,Credit,Online,31,Engineer,143,1,9933.56,7,0.03865180253740673,0
12.94,Debit,Branch,23,Student,158,1,921.23,5,0.014046437762052498,0
329.75,Debit,Online,56,Retired,211,1,6009.43,6,0.054872092603005455,0
981.76,Debit,Online,45,Doctor,234,1,602.36,6,1.6298558730683335,1
40.79,Debit,ATM,18,Student,80,1,1769.33,6,0.02305392423655325,0
99.25,Credit,Online,63,Retired,93,1,2570.34,9,0.03861356848271602,0
150.6,Debit,ATM,69,Retired,59,1,3240.14,5,0.04647947296573767,0
29.5,Debit,Online,73,Retired,129,1,1229.32,7,0.02399700627991893,0
54.34,Debit,ATM,65,Doctor,46,1,8019.89,8,0.006775654021718934,0
18.25,Debit,ATM,53,Doctor,18,1,14328.29,9,0.001273703979139378,0
633.87,Debit,Online,27,Student,175,1,330.16,7,1.9198872692062252,0
81.15,Debit,ATM,19,Student,114,1,1595.26,6,0.05086945042896174,0
83.95,Debit,Online,75,Retired,170,1,7413.18,4,0.011324424860418302,0
410.4,Credit,ATM,61,Retired,78,1,2563.91,7,0.16006802048407306,0
172.68,Debit,ATM,33,Doctor,17,1,10724.95,6,0.016100774347571994,0
139.88,Debit,ATM,34,Engineer,162,1,2969.71,8,0.04710224214787894,0
165.55,Debit,Branch,28,Student,115,1,761.78,5,0.21731995829084572,0
53.79,Credit,ATM,54,Engineer,137,3,6229.36,11,0.008634915932559821,1
285.69,Debit,ATM,63,Retired,35,1,2552.54,7,0.11192380878684052,0
532.4,Debit,ATM,22,Student,149,1,1033.73,9,0.5150280971334091,0
293.85,Debit,Online,25,Student,144,1,1919.97,3,0.1530492655976434,0
27.94,Debit,Branch,79,Retired,120,1,1893.44,10,0.014756210839761436,0
270.36,Debit,ATM,25,Student,37,1,1783.04,7,0.15162867825944076,0
112.66,Debit,Online,29,Engineer,176,3,852.98,9,0.13207812455065623,0
506.03,Debit,Branch,21,Student,21,1,1123.89,4,0.45024868581223526,0
206.95,Debit,Branch,22,Student,31,1,1817.65,8,0.11385580219593538,0
350.96,Debit,ATM,63,Retired,167,1,5463.94,4,0.06423203756953401,0
261.63,Debit,Branch,20,Student,150,1,477.03,5,0.5484560604478532,0
46.12,Debit,Branch,59,Doctor,30,1,8874.01,7,0.0051971994563932205,0
27.25,Credit,Branch,63,Retired,92,1,5365.2,2,0.005079027799375554,0
1353.93,Debit,Branch,26,Engineer,171,1,7858.41,4,0.1722905776457444,0
331.66,Debit,ATM,76,Retired,145,1,7216.3,7,0.0459598408520158,0
667.95,Credit,ATM,62,Doctor,253,1,13558.56,7,0.04926408110502585,1
49.84,Debit,ATM,49,Doctor,146,1,7872.04,3,0.006331268633884904,0
556.04,Debit,ATM,72,Retired,27,1,5200.04,5,0.10692994648708481,0
88.06,Credit,Online,18,Student,288,1,1779.85,7,0.04947607916691812,0
745.95,Debit,ATM,58,Doctor,127,1,13264.14,9,0.0562380975651357,0
67.25,Debit,Online,19,Student,157,1,467.4,7,0.14388104099527085,0
93.63,Debit,ATM,29,Engineer,141,1,9873.62,8,0.009482844175203375,0
74.11,Debit,Branch,22,Student,49,1,1257.9,3,0.05891565260421613,0
41.13,Credit,Branch,77,Retired,58,1,6067.54,4,0.00677869448445549,0
192.02,Credit,Online,79,Retired,154,1,5169.07,5,0.03714788146194987,0
291.27,Debit,Branch,77,Retired,121,1,6878.86,10,0.042342771851232947,0
296.46,Debit,Branch,23,Student,136,1,558.99,5,0.5303493706443877,0
341.84,Credit,Branch,27,Student,89,1,1400.04,5,0.2441644507002339,0
98.41,Debit,Online,27,Student,48,1,912.71,6,0.10782176038586451,0
109.28,Debit,Online,36,Engineer,112,4,6338.35,5,0.017241080064620794,0
27.51,Credit,Online,40,Doctor,103,1,13645.63,3,0.0020160300389091383,0
12.18,Debit,Branch,76,Retired,77,1,4909.24,9,0.002481035756082335,0
207.71,Credit,Online,25,Student,63,1,570.1,5,0.36433958315489245,0
25.77,Credit,Online,45,Doctor,277,1,11749.77,5,0.002193234418892255,0
127.57,Debit,ATM,52,Retired,75,1,6118.2,5,0.02085090382653247,0
392.05,Debit,ATM,60,Engineer,172,1,4383.69,8,0.08943378731289443,0
521.01,Credit,Branch,41,Engineer,73,1,4004.55,7,0.13010450579939192,0
849.76,Debit,ATM,25,Student,269,1,373.88,6,2.2728147460999586,1
172.5,Debit,Online,68,Doctor,31,1,6851.16,7,0.025178217958450516,0
265.44,Debit,ATM,30,Engineer,169,1,9700.77,8,0.02736277632872156,0
152.34,Debit,Branch,55,Doctor,115,1,6853.51,5,0.02222802619062637,0
21.13,Debit,Branch,28,Student,153,1,948.7,5,0.022272583300594673,0
111.55,Debit,ATM,46,Doctor,101,1,12221.17,6,0.009127603978074437,0
321.82,Credit,Branch,32,Engineer,43,1,6500.5,4,0.04950696092684107,0
1294.81,Credit,Branch,45,Engineer,279,1,9927.75,4,0.13042330827184073,1
148.77,Debit,Branch,67,Retired,175,1,2138.42,6,0.06957005607144501,0
14.08,Debit,Branch,57,Retired,154,1,3908.65,6,0.0036022667580820314,0
1283.97,Debit,ATM,42,Doctor,121,1,11041.9,3,0.11628161809445693,0
566.33,Credit,ATM,24,Student,66,1,379.82,8,1.4910483520865583,0
206.51,Debit,ATM,51,Retired,275,1,3921.74,6,0.05265774872210358,0
180.94,Debit,Branch,75,Retired,57,1,7659.99,5,0.023621440728223614,0
77.9,Debit,Branch,21,Student,128,1,664.72,1,0.11719219946455352,0
318.92,Credit,Branch,21,Student,60,1,1167.25,4,0.2732233859651027,0
583.3,Credit,Online,59,Engineer,142,1,5896.01,7,0.09893131100705169,0
100.68,Debit,Online,63,Retired,139,1,1123.75,5,0.0895928801815984,0
589.64,Debit,Online,62,Retired,210,1,2039.4,9,0.28912425081335563,0
225.93,Credit,Branch,25,Student,199,1,1864.27,4,0.1211895266179817,0
651.55,Debit,Online,72,Retired,82,1,2325.78,3,0.28014257461951436,0
80.97,Debit,Online,38,Doctor,157,1,5926.31,2,0.013662801956592209,0
191.89,Debit,Branch,25,Student,14,1,399.57,6,0.4802412473348538,0
304.75,Credit,Branch,78,Retired,125,1,1916.34,5,0.15902710292000843,0
201.53,Debit,Online,68,Retired,287,1,2732.86,4,0.07374325770898157,0
8.45,Debit,ATM,22,Student,141,1,1115.3,4,0.007576436765207238,0
435.98,Debit,Branch,30,Engineer,105,1,7334.08,2,0.05944576544100179,0
743.24,Credit,Online,19,Student,109,1,1024.19,5,0.7256856567073916,0
16.27,Debit,ATM,57,Doctor,44,1,10971.32,8,0.001482957382080773,0
290.86,Debit,Online,45,Doctor,36,1,14631.88,5,0.019878511838616428,0
85.73,Debit,ATM,41,Doctor,266,1,14928.35,6,0.005742764601752528,0
555.71,Credit,Branch,22,Student,73,1,830.37,5,0.6692317801795371,0
40.03,Debit,Branch,23,Student,200,1,6408.8,7,0.006246099103972508,0
73.01,Credit,Online,25,Student,62,1,1997.33,2,0.03655379913908168,0
346.12,Debit,Branch,44,Doctor,12,1,13084.27,9,0.026453137984424703,0
1.93,Debit,Branch,47,Doctor,175,5,5684.09,3,0.0003395442360350659,0
252.93,Debit,ATM,75,Retired,222,1,2760.37,6,0.09162902041527396,0
238.54,Debit,ATM,19,Student,12,4,868.91,6,0.27452785358060267,1
1011.22,Debit,Branch,61,Retired,129,1,5838.91,4,0.17318643347270907,0
58.7,Debit,Branch,67,Doctor,141,1,8937.35,3,0.0065679423916844,0
7.56,Debit,ATM,40,Doctor,145,1,8528.72,7,0.0008864167179993989,0
540.4,Debit,Branch,45,Doctor,272,1,425.77,9,1.2692298360798122,1
264.14,Debit,ATM,64,Doctor,125,1,8459.26,4,0.03122495344601661,0
248.15,Debit,ATM,75,Retired,202,1,2649.23,2,0.09366872603107798,0
24.34,Debit,Branch,54,Engineer,110,1,6659.12,8,0.0036551376102921447,0
428.61,Debit,ATM,66,Doctor,62,1,11937.04,11,0.035905886186269054,0
117.66,Credit,Branch,39,Doctor,126,1,6794.17,7,0.017317788608000994,0
165.8,Debit,Online,60,Engineer,287,1,2064.76,7,0.08029988918663723,0
